"Country.Name","Country.Code","Series.Name","Series.Code","X2013..YR2013.","X2014..YR2014.","X2015..YR2015."
"Czech Republic","CZE","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","487.2501"
"Czech Republic","CZE","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","500.652659858757"
"Czech Republic","CZE","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","474.547464377914"
"Czech Republic","CZE","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","492.83"
"Czech Republic","CZE","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","488.398280133737"
"Czech Republic","CZE","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","497.030404270209"
"Denmark","DNK","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","511.0876"
"Denmark","DNK","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","506.374750974587"
"Denmark","DNK","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","515.756469277134"
"Denmark","DNK","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","499.8146"
"Denmark","DNK","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","510.951613975922"
"Denmark","DNK","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","488.781640458861"
"Denmark","DNK","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","501.9369"
"Denmark","DNK","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","498.902705409992"
"Denmark","DNK","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","504.942714713769"
"Dominican Republic","DOM","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","327.702"
"Dominican Republic","DOM","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","329.745930838674"
"Dominican Republic","DOM","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","325.586561113527"
"Dominican Republic","DOM","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","357.7377"
"Dominican Republic","DOM","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","372.780582759786"
"Dominican Republic","DOM","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","342.168154860447"
"Dominican Republic","DOM","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","331.6388"
"Dominican Republic","DOM","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","330.828991404779"
"Dominican Republic","DOM","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","332.477014604632"
"Ecuador","ECU","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Ecuador","ECU","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Egypt, Arab Rep.","EGY","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"El Salvador","SLV","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Estonia","EST","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","519.5291"
"Estonia","EST","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","516.872753402811"
"Estonia","EST","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","522.080413637376"
"Estonia","EST","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","519.1429"
"Estonia","EST","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","533.36198416599"
"Estonia","EST","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","505.486325650291"
"Estonia","EST","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","534.1937"
"Estonia","EST","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","532.522784709444"
"Estonia","EST","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","535.798594265416"
"Ethiopia","ETH","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Ethiopia","ETH","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Finland","FIN","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","511.0769"
"Finland","FIN","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","514.964997218269"
"Finland","FIN","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","507.452841115395"
"Finland","FIN","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","526.4247"
"Finland","FIN","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","550.511163985695"
"Finland","FIN","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","503.974583030307"
"Finland","FIN","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","530.6612"
"Finland","FIN","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","540.51182324804"
"Finland","FIN","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","521.47967612031"
"France","FRA","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","492.9204"
"France","FRA","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","489.954043002625"
"France","FRA","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","495.931687909498"
"France","FRA","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","499.3061"
"France","FRA","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","513.764019445618"
"France","FRA","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","484.629285665973"
"France","FRA","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","494.9776"
"France","FRA","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","494.034208242238"
"France","FRA","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","495.935280145541"
"Gabon","GAB","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Gabon","GAB","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Gabon","GAB","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Gabon","GAB","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Gabon","GAB","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Gabon","GAB","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Gabon","GAB","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Gabon","GAB","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Gabon","GAB","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Georgia","GEO","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","403.8332"
"Georgia","GEO","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","410.596013975133"
"Georgia","GEO","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","397.747790280716"
"Georgia","GEO","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","401.2881"
"Georgia","GEO","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","431.881965958212"
"Georgia","GEO","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","373.758526989662"
"Georgia","GEO","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","411.1315"
"Georgia","GEO","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","419.616411112509"
"Georgia","GEO","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","403.496465342341"
"Germany","DEU","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","505.9713"
"Germany","DEU","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","497.531078914061"
"Germany","DEU","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","514.117652317008"
"Germany","DEU","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","509.1041"
"Germany","DEU","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","519.674108690153"
"Germany","DEU","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","498.90214629098"
"Germany","DEU","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","509.1406"
"Germany","DEU","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","503.812119774532"
"Germany","DEU","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","514.283669563549"
"Ghana","GHA","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Ghana","GHA","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Ghana","GHA","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Ghana","GHA","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Ghana","GHA","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Ghana","GHA","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Ghana","GHA","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Ghana","GHA","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Ghana","GHA","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Greece","GRC","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","453.6299"
"Greece","GRC","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","453.573222772822"
"Greece","GRC","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","453.682055984722"
"Greece","GRC","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","467.0395"
"Greece","GRC","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","486.460030349618"
"Greece","GRC","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","449.136246082641"
"Greece","GRC","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","454.8288"
"Greece","GRC","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","459.417741833416"
"Greece","GRC","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","450.598395854494"
"Guatemala","GTM","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Guatemala","GTM","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Guyana","GUY","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Guyana","GUY","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Guyana","GUY","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Guyana","GUY","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Guyana","GUY","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Guyana","GUY","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Guyana","GUY","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Guyana","GUY","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Guyana","GUY","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Honduras","HND","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Honduras","HND","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Honduras","HND","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Honduras","HND","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Honduras","HND","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Honduras","HND","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Honduras","HND","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Honduras","HND","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Honduras","HND","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Hong Kong SAR, China","HKG","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","547.931"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","546.7682118207"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","549.065843734086"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","526.6753"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","540.984419840984"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","512.711333165103"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","523.2774"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","523.749082295167"
"Hong Kong SAR, China","HKG","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","522.817186492372"
"Hungary","HUN","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","476.8309"
"Hungary","HUN","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","472.739508145862"
"Hungary","HUN","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","480.905545044441"
"Hungary","HUN","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","469.5233"
"Hungary","HUN","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","481.959565026027"
"Hungary","HUN","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","457.137732618274"
"Hungary","HUN","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","476.7475"
"Hungary","HUN","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","475.248393894623"
"Hungary","HUN","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","478.24050798823"
"Iceland","ISL","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","488.0332"
"Iceland","ISL","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","488.586968848004"
"Iceland","ISL","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","487.445657942665"
"Iceland","ISL","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","481.5255"
"Iceland","ISL","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","501.716703123275"
"Iceland","ISL","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","460.103601546145"
"Iceland","ISL","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","473.2301"
"Iceland","ISL","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","474.655618342664"
"Iceland","ISL","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","471.717668199087"
"Indonesia","IDN","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","386.1096"
"Indonesia","IDN","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","387.44497531118"
"Indonesia","IDN","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","384.779278817124"
"Indonesia","IDN","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","397.2595"
"Indonesia","IDN","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","408.999416848619"
"Indonesia","IDN","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","385.564158426879"
"Indonesia","IDN","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","403.0997"
"Indonesia","IDN","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","405.128927121495"
"Indonesia","IDN","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","401.078269483261"
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Iran, Islamic Rep.","IRN","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Ireland","IRL","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","503.722"
"Ireland","IRL","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","495.444967269269"
"Ireland","IRL","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","511.579654912678"
"Ireland","IRL","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","520.8148"
"Ireland","IRL","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","526.949086093744"
"Ireland","IRL","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","514.991400043242"
"Ireland","IRL","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","502.5751"
"Ireland","IRL","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","497.173958854474"
"Ireland","IRL","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","507.702611569676"
"Israel","ISR","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","469.6695"
"Israel","ISR","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","465.516850818129"
"Israel","ISR","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","473.990242525967"
"Israel","ISR","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","478.9606"
"Israel","ISR","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","490.1649541953"
"Israel","ISR","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","467.302554208491"
"Israel","ISR","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","466.5528"
"Israel","ISR","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","464.4476734663"
"Israel","ISR","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","468.743212584659"
"Italy","ITA","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","489.7287"
"Italy","ITA","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","479.823743550708"
"Italy","ITA","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","499.762113210947"
"Italy","ITA","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","484.758"
"Italy","ITA","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","492.709122430036"
"Italy","ITA","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","476.703802779879"
"Italy","ITA","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","480.5468"
"Italy","ITA","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","472.118972977375"
"Italy","ITA","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","489.083798835357"
"Japan","JPN","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","532.4399"
"Japan","JPN","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","525.49599464539"
"Japan","JPN","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","539.267256758024"
"Japan","JPN","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","515.9585"
"Japan","JPN","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","522.655280900997"
"Japan","JPN","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","509.374027059677"
"Japan","JPN","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","538.3948"
"Japan","JPN","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","531.532898492734"
"Japan","JPN","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","545.141486623385"
"Jordan","JOR","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","380.259"
"Jordan","JOR","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","387.377200119624"
"Jordan","JOR","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","373.001316981648"
"Jordan","JOR","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","408.1022"
"Jordan","JOR","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","443.596394298139"
"Jordan","JOR","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","371.9123759217"
"Jordan","JOR","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","408.6691"
"Jordan","JOR","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","427.996711055573"
"Jordan","JOR","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","388.962728445628"
"Kazakhstan","KAZ","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","459.816"
"Kazakhstan","KAZ","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","460.577154184526"
"Kazakhstan","KAZ","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","459.103758556527"
"Kazakhstan","KAZ","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..","427.141"
"Kazakhstan","KAZ","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..","435.383616649192"
"Kazakhstan","KAZ","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..","419.428220893186"
"Kazakhstan","KAZ","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..","456.4836"
"Kazakhstan","KAZ","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..","457.860189557038"
"Kazakhstan","KAZ","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..","455.195445745748"
"Kenya","KEN","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..",".."
"Kenya","KEN","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..",".."
"Kenya","KEN","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..",".."
"Kenya","KEN","PISA: Mean performance on the reading scale","LO.PISA.REA","..","..",".."
"Kenya","KEN","PISA: Mean performance on the reading scale. Female","LO.PISA.REA.FE","..","..",".."
"Kenya","KEN","PISA: Mean performance on the reading scale. Male","LO.PISA.REA.MA","..","..",".."
"Kenya","KEN","PISA: Mean performance on the science scale","LO.PISA.SCI","..","..",".."
"Kenya","KEN","PISA: Mean performance on the science scale. Female","LO.PISA.SCI.FE","..","..",".."
"Kenya","KEN","PISA: Mean performance on the science scale. Male","LO.PISA.SCI.MA","..","..",".."
"Korea, Rep.","KOR","PISA: Mean performance on the mathematics scale","LO.PISA.MAT","..","..","524.1062"
"Korea, Rep.","KOR","PISA: Mean performance on the mathematics scale. Female","LO.PISA.MAT.FE","..","..","527.756665177056"
"Korea, Rep.","KOR","PISA: Mean performance on the mathematics scale. Male","LO.PISA.MAT.MA","..","..","520.766937362829"
